ID,Seek_Help,Anonymity,Leave,Mental_Health_Consequence,Phys_Health_Consequence,Coworkers,Supervisor,Willingness_Mental_Health,Phys_Health_Interview,Mental_vs_Physical,Obs_Consequence,Age_Tier
1170,No,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,Yes,No,No,Young
1171,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No,Young
1172,Yes,Yes,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,Yes,Matured_Young
1173,No,Don't know,Very difficult,Maybe,No,Yes,Yes,Yes,Yes,No,Yes,Young
1174,No,Don't know,Very difficult,Yes,Yes,Some of them,No,No,Maybe,No,No,Young
1175,No,Don't know,Somewhat difficult,No,No,Some of them,Yes,No,No,Don't know,Yes,Matured_Young
1176,No,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,No,No,Young
1177,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,Yes,No,Yes,Young
1178,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,Matured_Young
1179,No,Don't know,Don't know,Maybe,Maybe,Yes,Some of them,Maybe,No,No,No,Young
1180,No,Yes,Don't know,Maybe,Maybe,Some of them,No,No,No,No,No,Matured_Young
1181,Yes,Yes,Don't know,Maybe,No,Some of them,No,No,Maybe,No,Yes,Matured_Young
1182,Yes,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,No,Don't know,Yes,
1183,No,Yes,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,Matured_Young
1184,No,Don't know,Very difficult,Yes,Maybe,Some of them,Some of them,No,No,Don't know,No,Young
1185,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Yes,No,Young
1186,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,No,Middle_Aged
1187,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No,Matured_Young
1188,No,Yes,Very easy,Maybe,No,Some of them,Some of them,No,No,Don't know,No,Young
1189,No,Yes,Don't know,Maybe,No,Some of them,No,No,No,Yes,No,Matured_Young
1190,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No,Matured_Young
1191,Yes,Yes,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No,Matured_Young
1192,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Yes,Don't know,No,Matured_Young
1193,Don't know,Yes,Don't know,No,No,Some of them,Yes,Yes,Maybe,No,No,Matured_Young
1194,No,Don't know,Don't know,No,No,Some of them,Yes,Yes,Yes,Don't know,No,Young
1195,No,Yes,Don't know,Yes,Yes,Some of them,Some of them,No,No,Yes,No,Matured_Young
1196,No,No,Don't know,Maybe,No,Some of them,No,No,Maybe,No,No,Matured_Young
1197,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Yes,No,Maybe,No,No,Matured_Young
1198,Don't know,Don't know,Very difficult,Yes,Maybe,Some of them,No,No,No,Don't know,No,Matured_Young
1199,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,No,Young
1200,No,Don't know,Don't know,Yes,No,No,No,No,Maybe,No,No,Young
1201,No,Don't know,Somewhat easy,Yes,Yes,Some of them,No,No,No,No,Yes,Young
1202,No,No,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No,Young
1203,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,Maybe,Don't know,No,Young
1204,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,No,Matured_Young
1205,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Don't know,No,Matured_Young
1206,No,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,Maybe,Yes,Yes,No,Matured_Young
1207,No,No,Very easy,Maybe,Maybe,Some of them,Yes,No,No,No,No,Young
1208,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Don't know,Yes,Matured_Young
1209,No,Don't know,Somewhat difficult,Maybe,No,No,No,No,Maybe,No,No,Young
1210,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,No,Young
1211,No,Don't know,Don't know,Yes,No,Yes,Some of them,No,No,No,Yes,Middle_Aged
1212,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,No,Yes,Matured_Young
1213,No,Don't know,Very difficult,Yes,Yes,Some of them,No,No,Maybe,No,Yes,Young
1214,No,Yes,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Matured_Young
1215,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,Young
1216,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,Young
1217,No,No,Somewhat difficult,Yes,Yes,Some of them,Some of them,No,No,No,No,Matured_Young
1218,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,Young
1219,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Don't know,No,Matured_Young
1220,No,Don't know,Don't know,Maybe,No,Some of them,No,No,No,No,No,Middle_Aged
1221,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Yes,Yes,Don't know,No,Middle_Aged
1222,Yes,No,Somewhat easy,No,No,Yes,Yes,Yes,Yes,Yes,No,Matured_Young
1223,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Yes,Yes,Young
1224,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,Yes,Yes,Young
1225,No,Don't know,Don't know,No,No,Yes,Some of them,No,Maybe,Don't know,No,Young
1226,Don't know,Don't know,Somewhat easy,Maybe,Maybe,No,Some of them,No,No,Yes,No,Matured_Young
1227,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No,Matured_Young
1228,No,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,No,Maybe,Don't know,No,Young
1229,No,Yes,Don't know,Yes,No,No,No,No,No,Don't know,No,Matured_Young
1230,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Young
1231,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Maybe,Don't know,Yes,Young
1232,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No,Young
1233,No,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No,Young
1234,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No,Young
1235,Don't know,Don't know,Don't know,Maybe,No,Yes,Some of them,No,No,Don't know,No,Young
1236,Don't know,Don't know,Somewhat easy,Maybe,Maybe,Some of them,No,No,Maybe,Don't know,No,
1237,No,Yes,Don't know,Yes,Maybe,No,No,No,No,No,Yes,Young
1238,Yes,Yes,Somewhat easy,Yes,Maybe,Some of them,Yes,No,No,No,Yes,Young
1239,No,Don't know,Don't know,Maybe,No,Yes,Yes,Maybe,Yes,Don't know,No,Young
1240,No,Yes,Somewhat easy,No,No,Some of them,No,No,No,Don't know,No,Young
1241,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,No,Don't know,No,Young
1242,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No,Young
1243,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,Matured_Young
1244,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Yes,No,No,Matured_Young
1245,Yes,Yes,Don't know,Maybe,Maybe,No,Yes,No,Maybe,Don't know,Yes,Young
1246,Yes,Don't know,Somewhat easy,No,No,No,Some of them,Maybe,Yes,Don't know,No,Matured_Young
1247,No,No,Very difficult,Yes,No,Some of them,No,No,Maybe,Don't know,Yes,Matured_Young
1248,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No,Matured_Young
1249,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Young
1250,Yes,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,Young
1251,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Yes,Yes,No,Matured_Young
1252,No,Yes,Don't know,Yes,No,Some of them,No,No,Maybe,No,No,Young
1253,Yes,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,Matured_Young
1254,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Don't know,No,Young
1255,No,Yes,Somewhat difficult,No,No,Some of them,Yes,No,No,Yes,No,Matured_Young
1256,No,Don't know,Somewhat difficult,Yes,Yes,No,No,No,No,No,No,Matured_Young
1257,No,Don't know,Don't know,Yes,No,No,No,No,No,No,No,Middle_Aged
1258,No,Yes,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,Young
